S-No.,variant 1,variant 2,variant 3,variant 4,variant 5,variant 6
1682,127.636,123.182,152.366,0.988,1.123,5
1683,126.748,127.823,137.408,1.393,1.166,0
1684,133.068,124.944,146.316,1.013,1.023,3
1685,134.613,128.498,138.366,1.251,1.236,3
1686,121.149,122.011,152.797,1.291,1.207,3
1687,130.084,126.027,153.27,0.981,1.34,2
1688,123.669,127.054,136.475,1.121,1.188,1
1689,121.485,121.926,144.938,1.37,1.393,0
1690,124.931,126.106,145.792,1.318,1.021,1
1691,124.044,126.895,146.625,1.083,1.003,5
1692,133.57,132.942,143.605,1.003,1.234,0
1693,135.412,127.682,143.061,1.108,1.04,4
1694,134.965,127.352,143.84,0.953,1.03,1
1695,127.954,128.195,147.528,1.197,1.322,0
1696,133.123,129.608,152.504,1.28,1.004,3
1697,132.955,123.458,152.929,0.99,1.259,3
1698,132.617,132.2,141.16,1.161,1.36,5
1699,122.999,130.197,137.925,1.212,1.371,4
1700,127.734,133.712,149.863,1.163,1.299,3
1701,133.054,121.454,152.222,1.017,1.048,5
1702,136.542,132.412,138.128,0.987,1.385,1
1703,130.887,123.051,137.51,1.129,1.345,0
1704,130.601,126.535,140.83,1.051,1.212,4
1705,125.189,120.977,153.753,1.332,1.148,2
1706,122.86,133.973,144.343,1.314,1.201,5
1707,121.5,134.436,151.912,1.323,1.389,5
1708,122.979,134.354,142.413,1.362,1.052,1
1709,126.366,130.196,145.577,1.206,1.335,3
1710,135.642,130.242,143.057,1.326,1.186,1
1711,135.713,127.816,141.118,1.337,1.193,1
1712,135.878,129.997,140.818,1.258,1.125,5
1713,127.701,125.559,149.219,1.314,1.076,1
1714,133.885,134.356,144.884,1.213,1.141,2
1715,122.711,125.316,141.594,1.173,1.269,1
1716,122.068,123.104,142.85,1.375,1.267,4
1717,130.065,122.251,145.642,0.989,1.043,0
1718,124.171,126.515,153.623,1.061,1.179,3
1719,136.684,125.964,140.167,1.397,1.147,5
1720,136.679,120.331,146.932,1.19,1.26,4
1721,132.545,120.282,136.57,1.253,1.087,3
1722,133.172,134.858,153.582,1.348,1.296,1
1723,127.433,126.194,135.975,1.236,1.264,4
1724,126.973,128.433,140.686,1.004,1.122,4
1725,137.938,126.867,139.278,1.38,1.051,2
1726,128.879,132.182,148.96,1.265,1.268,3
1727,121.966,132.041,144.467,1.118,1.046,3
1728,121.666,124.572,147.151,1.371,1.068,4
1729,124.841,125.731,147.007,1.241,1.265,0
1730,123.635,132.763,152.845,1.32,1.309,4
1731,128.618,121.65,148.651,1.159,1.299,4
1732,133.142,127.243,142.914,1.037,1.18,3
1733,133.554,121.441,150.254,1.22,1.005,0
1734,136.262,121.319,147.549,1.32,1.019,4
1735,129.441,123.791,135.941,1.01,1.032,1
1736,135.576,124.043,152.665,1.245,1.175,2
1737,132.866,128.11,136.055,0.993,1.376,2
1738,127.547,134.724,135.589,1.242,1.329,1
1739,121.612,125.695,142.621,0.958,1.194,5
1740,131.928,120.878,140.522,1.18,1.279,5
1741,121.724,129.116,140.057,1.165,1.121,2
1742,136.995,121.314,135.267,1.054,1.376,2
1743,124.452,130.984,146.033,1.101,1.169,4
1744,132.458,131.498,151.74,0.984,1.28,0
1745,130.112,126.658,147.5,1.056,1.257,0
1746,133.339,128.434,146.455,1.078,1.062,3
1747,121.852,129.609,152.859,1.296,1.021,0
1748,124.715,122.444,146.707,1.284,1.081,2
1749,126.193,120.828,150.649,1.149,1.258,5
1750,137.358,128.424,149.276,1.21,1.338,1
1751,132.622,122.321,147.763,1.307,1.337,1
1752,136.77,129.27,140.95,0.955,1.028,2
1753,129.888,127.099,140.837,1.284,1.077,2
1754,130.331,124.76,144.924,1.38,1.326,2
1755,136.749,122.755,135.484,1.036,1.06,5
1756,130.901,124.241,147.936,1.333,1.097,2
1757,121.959,127.862,147.268,1.191,1.298,2
1758,127.738,134.961,140.878,1.319,1.136,1
1759,125.087,130.103,135.511,1.316,1.204,3
1760,133.432,124.533,139.441,1.347,1.3,3
1761,126.079,122.397,149.231,1.107,1.07,0
1762,128.173,129.809,140.075,1.362,1.371,0
1763,134.481,120.134,143.485,1.069,1.121,4
1764,133.575,129.708,143.774,1.268,1.059,5
1765,134.31,133.773,151.406,1.395,1.129,3
1766,136.333,128.443,139.349,0.95,1.208,2
1767,134.767,123.61,147.65,1.366,1.165,2
1768,130.079,129.244,138.867,1.366,1.174,2
1769,121.286,126.607,144.435,0.978,1.05,5
1770,127.732,121.375,136.277,0.963,1.265,4
1771,127.916,126.915,140.818,1.011,1.242,1
1772,125.876,123.882,140.634,1.014,1.024,5
1773,133.558,126.527,146.387,1.023,1.168,5
1774,121.606,122.064,147.038,1.063,1.369,2
1775,133.733,124.694,144.579,1.309,1.351,1
1776,123.53,124.539,140.018,0.963,1.373,1
1777,129.008,128.945,145.084,1.347,1.134,5
1778,137.571,122.219,152.015,1.256,1.317,3
1779,137.232,132.394,153.367,1.246,1.288,3
1780,128.816,127.274,138.595,0.962,1.183,1
1781,133.721,128.523,135.925,1.091,1.04,1
1782,121.241,125.74,150.883,1.394,1.289,0
1783,130.418,122.385,146.607,1.037,1.395,1
1784,133.474,129.783,147.728,1.261,1.283,5
1785,122.434,123.11,141.078,1.112,1.384,3
1786,125.832,122.357,143.923,1.023,1.229,5
1787,128.354,129.576,148.402,1.054,1.356,5
1788,129.447,121.887,147.2,1.213,1.216,1
1789,126.297,120.921,137.942,1.237,1.262,5
1790,137.423,122.697,149.021,1.232,1.249,5
1791,126.802,134.849,152.581,1.258,1.312,0
1792,128.209,123.166,137.483,1.039,1.064,0
1793,127.287,123.132,153.787,1.234,1.184,4
1794,128.494,133.252,153.517,1.103,1.157,3
1795,132.363,126.349,153.801,1.005,1.324,3
1796,127.445,131.427,145.06,1.211,1.177,5
1797,127.466,123.621,143.889,1.255,1.284,5
1798,122.681,132.303,149.217,1.143,1.344,2
1799,127.755,125.742,141.629,1.135,1.267,5
1800,126.038,125.642,146.493,1.067,1.029,1
1801,133.514,121.382,144.152,1.352,1.025,3
1802,135.479,132.884,150.547,1.396,1.214,4
1803,129.519,128.311,137.275,1.058,1.172,4
1804,126.882,131.988,146.786,1.058,1.024,4
1805,124.259,127.391,139.4,1.121,1.083,4
1806,123.593,124.534,146.363,1.074,1.2,4
1807,133.456,122.61,141.934,1.366,1.354,2
1808,129.837,134.186,136.452,0.991,1.131,3
1809,122.877,122.949,152.496,1.029,1.214,3
1810,137.959,132.702,141.23,0.984,1.23,3
1811,135.274,127.759,149.13,1.068,1.295,2
1812,133.968,131.792,145.734,1.34,1.191,2
1813,127.155,129.682,142.662,1.334,1.076,2
1814,134.653,126.94,139.638,1.395,1.07,4
1815,137.843,128.669,139.498,1.067,1.269,1
1816,128.331,130.404,139.256,0.99,1.278,5
1817,130.135,120.307,151.308,1.336,1.337,2
1818,126.835,134.911,146.418,1.018,1.083,3
1819,137.232,126.542,146.31,0.953,1.086,4
1820,127.036,134.129,147.99,1.337,1.058,4
1821,130.607,121.058,142.956,0.982,1.294,4
1822,121.467,121.628,136.066,1.095,1.047,5
1823,122.315,124.767,141.091,1.256,1.215,2
1824,135.37,124.066,148.55,1.381,1.368,5
1825,121.784,133.176,138.204,1.361,1.323,4
1826,127.052,123.012,153.675,1.294,1.093,3
1827,135.17,134.425,148.181,1.31,1.007,4
1828,136.283,123.129,136.652,1.236,1.024,5
1829,128.412,120.863,153.081,0.956,1.369,1
1830,129.056,126.33,145.652,1.242,1.368,1
1831,132.984,121.276,136.869,1.313,1.041,0
1832,137.779,124.469,148.878,1.251,1.274,1
1833,123.201,129.124,153.479,1.108,1.25,1
1834,135.257,121.993,141.734,1.174,1.134,4
1835,122.132,132.61,138.755,1.147,1.067,1
1836,131.593,132.738,146.775,1.345,1.302,2
1837,124.014,120.391,136.368,0.972,1.047,5
1838,127.918,122.578,146.747,1.216,1.103,4
1839,135.986,122.17,146.611,1.219,1.041,0
1840,128.914,127.761,146.959,1.024,1.274,4
1841,131.716,131.356,152.585,1.025,1.398,2
1842,129.76,133.329,148.278,0.962,1.273,0
1843,131.206,125.941,147.687,1.382,1.392,2
1844,132.747,121.269,141.725,1.174,1.21,5
1845,136.516,130.915,148.943,1.057,1.388,1
1846,121.57,123.622,142.085,1.39,1.161,3
1847,128.955,131.811,152.949,0.993,1.235,1
1848,131.105,133.544,149.598,1.125,1.264,5
1849,136.876,125.063,136.105,1.153,1.27,2
1850,134.594,129.481,151.394,1.04,1.139,4
1851,136.01,127.991,140.371,0.978,1.092,3
1852,131.168,130.021,135.523,1.312,1.223,4
1853,123.605,133.808,145.604,1.117,1.004,4
1854,123.587,122.532,147.75,1.102,1.094,4
1855,134.173,120.106,135.981,1.206,1.199,2
1856,136.501,121.89,151.704,1.322,1.172,5
1857,132.572,133.937,138.241,1.07,1.367,5
1858,126.955,131.992,151.613,0.964,1.253,5
1859,123.401,120.335,135.777,1.371,1.246,1
1860,125.143,128.479,143.918,1.305,1.189,4
1861,132.416,121.74,151.941,0.965,1.321,3
1862,131.879,123.019,137.314,1.122,1.122,4
1863,126.296,122.854,141.209,1.3,1.371,3
1864,137.938,134.543,145.197,1.219,1.227,3
1865,132.477,120.367,152.04,1.299,1.043,3
1866,132.735,121.747,140.871,1.118,1.305,5
1867,135.891,121.913,142.8,1.077,1.33,5
1868,130.524,125.465,145.365,1.3,1.289,2
1869,133.282,120.65,137.266,1.369,1.349,4
1870,136.099,120.979,144.341,1.351,1.079,0
1871,123.671,128.25,142.153,1.107,1.215,4
1872,130.757,131.563,152.616,1.05,1.234,3
1873,129.636,128.107,146.684,1.206,1.147,5
1874,132.905,121.433,150.161,1.243,1.395,1
1875,137.776,130.122,148.608,1.285,1.371,3
1876,122.613,132.859,145.48,1.251,1.087,3
1877,134.515,124.734,135.977,1.273,1.153,3
1878,129.543,126.781,143.76,1.292,1.139,3
1879,137.544,128.406,139.398,1.096,1.089,3
1880,128.558,123.488,153.844,1.13,1.119,5
1881,136.412,133.492,139.956,1.023,1.24,4
1882,133.792,125.587,147.707,1.113,1.092,3
1883,124.905,122.018,136.824,1.309,1.01,0
1884,130.734,128.106,147.576,1.171,1.084,5
1885,126.252,126.914,142.096,1.032,1.184,5
1886,134.967,126.529,150.141,1.21,1.033,3
1887,132.61,121.43,147.143,1.104,1.2,1
1888,127.872,127.799,135.73,1.385,1.388,2
1889,127.607,129.722,149.78,1.361,1.224,5
1890,136.271,124.066,136.003,1.303,1.196,5
1891,134.691,127.813,150.354,1.353,1.119,1
1892,129.601,124.127,153.917,1.121,1.237,0
1893,125.759,123.905,141.626,1.215,1.008,5
1894,127.991,120.51,137.116,1.044,1.015,4
1895,134.738,127.282,151.158,1.392,1.398,1
1896,131.136,121.77,153.194,1.222,1.392,3
1897,126.469,134.33,153.196,1.052,1.328,1
1898,127.21,128.026,146.395,1.264,1.214,1
1899,134.083,124.382,144.847,1.051,1.214,5
1900,123.653,128.203,143.666,1.107,1.027,3
1901,130.237,120.986,136.542,1.077,1.293,2
1902,136.926,125.793,150.4,1.311,1.061,1
1903,123.182,121.135,138.89,1.389,1.245,0
1904,123.787,120.061,141.039,1.349,1.019,3
1905,122.602,120.761,138.441,1.09,1.287,0
1906,125.581,133.026,135.041,1.168,1.06,4
1907,134.035,126.539,148.325,1.206,1.365,0
1908,127.785,131.026,144.797,1.18,1.248,0
1909,131.895,124.634,142.709,1.022,1.002,1
1910,129.575,126.375,145.668,1.015,1.383,3
1911,122.054,125.981,145.132,1.111,1.114,0
1912,130.088,134.156,136.604,1.042,1.338,5
1913,126.002,125.7,148.573,0.998,1.181,1
1914,133.007,126.67,140.489,1.366,1.345,0
1915,136.613,128.221,138.667,1.299,1.309,4
1916,121.717,126.47,145.566,1.29,1.203,3
1917,131.894,123.338,151.057,1.048,1.238,4
1918,137.163,123.67,153.195,1.297,1.252,5
1919,132.829,129.017,152.022,1.318,1.248,4
1920,135.94,124.215,149.189,1.114,1.02,2
1921,124.195,120.613,151.549,1.264,1.178,3
1922,131.261,125.129,139.407,1.242,1.165,3
1923,122.588,126.013,140.532,1.085,1.098,5
1924,123.183,131.807,137.92,1.255,1.394,3
1925,130.746,130.92,148.912,1.216,1.138,4
1926,123.453,130.315,137.327,1.322,1.263,1
1927,124.224,133.728,148.368,1.173,1.225,1
1928,126.975,125.148,151.562,1.378,1.227,3
1929,124.907,132.007,150.974,1.142,1.133,1
1930,122.129,126.589,151.493,1.272,1.052,0
1931,126.133,121.862,151.907,0.977,1.285,3
1932,122.989,130.727,143.258,1.367,1.001,0
1933,132.313,125.595,151.804,1.218,1.172,1
1934,129.642,131.746,137.288,1.006,1.198,1
1935,136.372,123.493,153.562,0.951,1.242,1
1936,126.399,125.47,139.666,1.249,1.303,1
1937,131.401,124.774,139.168,1.064,1.192,4
1938,130.966,127.488,138.86,1.038,1.205,5
1939,125.893,124.348,140.916,1.217,1.235,1
1940,129.119,134.651,146.208,1.291,1.055,1
1941,131.265,133.793,137.18,1.148,1.3,2
1942,121.801,121.242,137.766,0.991,1.099,5
1943,127.424,126.434,149.726,1.036,1.37,4
1944,121.013,124.21,143.715,0.974,1.029,2
1945,123.827,123.147,140.829,1.315,1.073,2
1946,126.018,126.584,141.741,1.378,1.049,2
1947,124.491,127.985,149.117,1.264,1.198,5
1948,127.222,125.914,149.93,1.137,1.311,1
1949,130.244,121.345,153.301,1.01,1.248,5
1950,124.798,130.212,135.282,1.061,1.103,3
1951,134.922,132.425,149.238,1.239,1.189,5
1952,123.47,123.945,144.141,1.233,1.256,2
1953,133.255,128.596,139.444,1.211,1.089,1
1954,122.052,125.832,141.328,0.992,1.155,0
1955,129.809,126.741,148.625,1.284,1.239,5
1956,135.695,129.627,139.391,1.347,1.284,4
1957,125.856,134.258,140.515,0.97,1.17,4
1958,137.538,124.603,143.287,1.347,1.292,4
1959,134.862,134.529,137.146,1.375,1.349,1
1960,135.015,123.694,144.683,1.395,1.243,0
1961,123.837,127.045,150.267,1.197,1.234,2
1962,128.085,124.178,136.735,1.03,1.129,5
1963,134.54,120.958,149.377,1.058,1.279,2
1964,123.707,122.305,141.167,0.996,1.207,3
1965,136.37,129.13,151.445,1.087,1.029,0
1966,137.675,131.732,136.947,1.328,1.037,4
1967,123.735,133.352,137.085,1.394,1.344,5
1968,137.284,125.481,144.406,0.96,1.064,0
1969,131.551,122.37,151.834,1.242,1.09,1
1970,121.052,123.144,138.245,1.299,1.007,1
1971,121.974,120.262,137.338,1.244,1.218,5
1972,135.493,123.322,135.524,1.034,1.027,1
1973,132.06,123.381,137.265,1.374,1.233,4
1974,124.488,120.11,144.521,1.334,1.372,2
1975,134.213,128.16,148.242,1.166,1.242,5
1976,132.316,126.763,138.632,1.126,1.293,2
1977,136.994,123.037,142.622,1.003,1.194,2
1978,136.796,122.951,143.313,1.307,1.242,3
1979,135.933,130.881,136.734,1.071,1.131,3
1980,124.626,121.285,141.349,1.053,1.275,2
1981,124.743,126.028,147.351,1.036,1.139,3
1982,121.477,126.767,140.688,1.385,1.106,5
1983,125.782,121.667,141.698,1.088,1.136,5
1984,133.865,133.445,137.577,1.264,1.291,0
1985,129.471,125.213,137.682,1.333,1.157,5
1986,135.504,120.321,152.741,1.133,1.021,5
1987,137.135,124.432,138.248,1.306,1.299,3
1988,134.182,123.295,153.886,1.305,1.368,2
1989,132.133,124.575,149.858,1.245,1.087,1
1990,121.782,131.362,139.063,1.258,1.264,5
1991,131.03,131.255,139.925,1.233,1.207,4
1992,121.616,129.492,138.768,1.118,1.094,5
1993,134.612,129.712,136.188,1.371,1.045,0
1994,131.125,127.101,153.758,1.024,1.294,2
1995,132.916,123.897,146.422,1.124,1.304,1
1996,131.209,128.256,147.057,1.325,1.052,4
1997,121.546,128.835,153.897,1.386,1.016,0
1998,135.782,124.564,148.234,1.22,1.194,0
1999,134.887,124.349,151.589,1.25,1.052,4
2000,121.232,133.083,152.723,0.966,1.229,0
2001,134.002,122.332,138.523,1.249,1.311,3
2002,126.447,133.147,144.789,1.086,1.388,2
2003,131.883,133.6,152.755,1.066,1.095,2
2004,130.708,131.007,137.11,0.977,1.056,1
2005,129.452,120.312,149.254,0.991,1.386,3
2006,131.193,134.869,142.054,1.122,1.327,4
2007,134.527,124.428,149.607,1.105,1.012,1
2008,121.341,126.556,139.901,1.014,1.345,5
2009,131.64,123.508,138.996,1.295,1.239,1
2010,123.572,122.616,142.693,1.209,1.303,2
2011,133.452,123.002,153.909,1.113,1.159,0
2012,133.973,127.841,153.387,0.987,1.226,3
2013,122.855,126.683,152.064,1.107,1.119,1
2014,128.292,122.768,138.298,1.209,1.337,1
2015,122.29,121.483,136.446,1.047,1.218,4
2016,134.891,131.159,138.599,1.205,1.038,1
2017,124.214,134.562,145.825,1.167,1.296,1
2018,127.809,126.692,147.42,1.035,1.028,0
2019,128.798,121.358,148.89,1.014,1.241,1
2020,130.24,121.183,136.666,1.113,1.208,1
2021,137.788,127.952,139.135,1.146,1.197,2
2022,134.62,120.835,152.087,1.369,1.067,5
2023,135.296,125.739,151.728,1.063,1.228,0
2024,122.233,121.821,151.507,1.089,1.261,0
2025,133.937,124.533,148.974,1.307,1.169,0
2026,136.514,122.968,141.13,1.21,1.128,0
2027,132.759,123.531,137.582,1.124,1.102,2
2028,123.898,127.419,150.079,1.298,1.252,0
2029,123.55,122.765,141.274,1.287,1.079,5
2030,130.193,134.205,147.945,1.199,1.147,2
2031,127.843,124.114,139.52,1.32,1.047,3
2032,133.891,122.532,135.833,1.311,1.175,2
2033,129.019,120.82,147.661,1.258,1.19,3
2034,135.211,128.932,143.029,1.214,1.33,0
2035,135.963,128.922,150.63,1.167,1.105,1
2036,121.403,127.62,135.402,1.398,1.138,2
2037,121.627,131.388,139.99,1.005,1.259,0
2038,124.275,132.308,150.744,1.325,1.09,3
2039,136.695,126.517,139.134,1.332,1.212,1
2040,127.308,122.799,149.228,1.374,1.075,0
2041,123.573,120.98,138.715,1.065,1.039,3
2042,135.146,132.818,153.162,1.238,1.316,1
2043,136.595,120.271,150.445,1.214,1.01,4
2044,126.375,120.291,151.923,1.096,1.383,4
2045,135.312,121.07,147.939,1.304,1.104,5
2046,125.436,124.717,137.82,1.296,1.047,5
2047,131.637,125.265,141.035,1.008,1.341,2
2048,135.986,121.178,145.753,1.216,1.247,3
2049,133.012,129.056,144.223,1.168,1.013,1
2050,130.668,128.305,141.565,1.309,1.051,1
2051,126.54,122.232,141.123,1.39,1.339,0
2052,134.519,133.663,150.823,1.362,1.215,3
2053,134.132,129.814,144.143,1.237,1.395,5
2054,137.512,124.928,153.267,1.21,1.037,5
2055,136.842,132.398,149.864,1.196,1.059,4
2056,135.739,130.237,137.392,1.147,1.156,2
2057,134.147,128.614,149.436,1.358,1.318,3
2058,123.243,126.513,151.489,1.193,1.288,2
2059,135.806,127.474,135.024,1.014,1.299,5
2060,127.081,133.754,142.756,1.278,1.184,4
2061,126.282,125.988,147.63,1.349,1.039,2
2062,121.613,122.028,139.236,1.302,1.239,1
2063,122.173,128.918,135.645,0.998,1.363,2
2064,121.278,124.879,146.28,1.353,1.354,5
2065,123.28,125.973,137.579,1.36,1.025,1
2066,124.436,128.068,151.129,1.298,1.013,1
2067,133.746,132.543,148.692,1.328,1.105,2
2068,136.235,127.239,145.665,1.125,1.258,5
2069,136.386,126.96,149,1.38,1.395,4
2070,133.71,121.325,137.184,1.366,1.297,3
2071,121.149,126.419,135.701,1.055,1.038,3
2072,126.267,120.051,148.041,1.318,1.369,1
2073,132.593,128.68,139.024,1.253,1.35,2
2074,121.002,126.352,144.841,1.096,1.217,4
2075,131.131,120.559,148.916,1.152,1.014,5
2076,126.605,129.932,150.647,1.256,1.212,3
2077,137.877,123.95,141.114,1.037,1.208,2
2078,126.31,125.032,151.465,1.029,1.026,3
2079,127.769,130.874,145.096,1.126,1.3,5
2080,122.32,123.283,140.894,1.151,1.303,0
2081,131.679,134.74,141.182,1.214,1.353,5
2082,121.404,127.244,148.14,1.232,1.031,0
2083,127.102,120.029,153.349,1.179,1.141,4
2084,129.012,124.507,147.727,1.024,1.124,2
2085,127.081,130.198,151.877,1.331,1.391,5
2086,133.618,124.774,151.353,1.242,1.397,4
2087,132.019,130.728,142.833,1.361,1.011,4
2088,123.156,123.785,149.979,1.128,1.04,3
2089,132.484,131.21,152.473,1.038,1.216,1
2090,130.513,126.736,148.603,1.069,1.094,4
2091,125.107,123.752,150.784,1.093,1.293,1
2092,133.935,123.966,152.483,1.399,1.094,0
2093,129.947,127.126,137.841,1.379,1.327,0
2094,134.906,127.667,142.624,1.232,1.333,1
2095,121.043,134.037,142.615,1.216,1.381,3
2096,126.612,126.914,142.836,1.399,1.174,1
2097,121.5,128.933,151.525,1.034,1.11,4
2098,121.781,124.358,144.542,0.97,1.209,2
2099,135.916,131.085,139.924,1.067,1.229,2
2100,128.306,126.319,151.289,1.204,1.08,1
2101,131.261,122.351,152.546,1.165,1.212,2
2102,129.512,127.281,151.44,1.206,1.336,4
2103,122.627,121.116,136.566,1.133,1.125,4
2104,122.25,130.562,149.318,1.174,1.343,2
2105,134.692,126.565,148.595,1.256,1.3,0
2106,121.57,126.53,138.2,1.189,1.043,0
2107,121.34,120.209,144.549,1.132,1.157,5
2108,128.062,126.187,142.305,1.36,1.102,1
2109,125.137,124.689,139.197,1.015,1.082,3
2110,128.595,129.901,146.366,1.385,1.228,3
2111,131.672,121.806,142.191,1.236,1.207,0
2112,137.908,129.961,152.439,1.275,1.36,3
2113,125.937,128.379,151.095,1.27,1.393,5
2114,131.095,129.69,150.085,1.046,1.358,1
2115,132.504,121.268,141.678,1.1,1.015,3
2116,121.204,120.667,138.545,1.337,1.337,2
2117,123.872,134.577,139.421,1.318,1.348,2
2118,131.038,130.406,145.405,1.168,1.194,4
2119,132.201,125.85,140.855,1.124,1.235,3
2120,137.044,127.788,145.107,1.152,1.009,1
2121,128.709,132.444,147.315,1.046,1.248,5
2122,129.287,120.761,147.988,0.953,1.238,0
2123,123.756,132.453,140.871,1.027,1.235,4
2124,121.379,128.592,144.33,1.277,1.015,5
2125,132.039,128.571,152.088,0.992,1.346,5
2126,127.505,124.296,137.046,1.117,1.113,2
2127,135.785,124.19,137.032,1.069,1.337,5
2128,127.06,127.02,153.093,1.225,1.02,5
2129,129.339,126.669,145.087,1.051,1.094,3
2130,134.443,125.406,143.493,1.012,1.344,0
2131,127.752,126.428,148.066,1.278,1.169,1
2132,129.802,121.038,140.238,0.994,1.312,5
2133,124.008,124.891,136.463,0.963,1.091,2
2134,121.392,134.272,146.061,1.1,1.164,1
2135,130.05,120.85,136.507,1.358,1.393,3
2136,130.8,125.791,146.301,1.131,1.305,1
2137,129.793,125.775,146.981,1.393,1.09,2
2138,136.688,127.009,148.402,1.079,1.165,1
2139,130.907,122.55,136.575,1.379,1.09,2
2140,134.32,132.223,144.408,1.243,1.142,2
2141,134.75,127.009,136.92,0.99,1.158,2
2142,133.005,129.566,139.881,1.113,1.389,5
2143,123.53,127.014,136.469,1.114,1.38,4
2144,128.386,128.093,146.605,1.303,1.366,2
2145,132.084,129.808,151.538,1.207,1.248,4
2146,136.029,128.165,148.952,1.199,1.395,5
2147,124.681,121.642,138.348,1.242,1.172,0
2148,135.75,125.908,148.434,1.221,1.294,0
2149,121.386,134.972,143.937,1.328,1.245,0
2150,131.062,121.382,149.364,1.066,1.125,3
2151,130.507,130.915,153.751,1.08,1.116,1
2152,135.688,122.202,141.041,1.345,1.042,4
2153,136.217,128.688,151.194,1.121,1.334,5
2154,136.894,126.609,149.078,1.368,1.003,5
2155,130.297,122.074,146.487,1.276,1.106,0
2156,124.478,123.452,142.15,1.041,1.223,0
2157,135.834,123.358,148.927,1.364,1.049,2
2158,122.494,130.368,143.948,1.228,1,1
2159,137.787,128.282,151.476,1.049,1.141,3
2160,124.432,124.044,153.957,1.139,1.146,3
2161,127.468,121.206,153.652,1.309,1.365,3
2162,125.664,125.667,143.759,1.358,1.358,5
2163,127.698,133.326,151.543,1.204,1.019,0
2164,136.612,133.947,146.151,1.191,1.088,4
2165,134.042,122.744,145.533,1.254,1.01,2
2166,133.875,124.956,145.28,0.984,1.015,2
2167,131.311,125.657,149.014,1.358,1.316,5
2168,123.373,129.475,138.875,1.345,1.386,1
2169,126.9,122.208,148.224,1.335,1.382,2
2170,133.835,125.989,142.37,1.101,1.198,4
2171,132.375,125.607,137.164,1.383,1.115,0
2172,128.543,130.21,142.07,1.28,1.211,4
2173,130.663,128.156,138.77,1.308,1.281,2
2174,125.107,131.478,140.752,0.974,1.099,2
2175,122.786,130.162,138.041,1.355,1.142,2
2176,128.474,123.782,146.367,1.017,1.239,0
2177,124.297,126.795,149.764,1.242,1.205,5
2178,135.842,132.026,148.717,1.017,1.291,4
2179,124.321,124.633,137.399,1.116,1.075,3
2180,129.165,125.515,137.224,1.156,1.064,2
2181,126.881,131.907,135.482,1.393,1.295,1
2182,125.683,129.063,141.66,1.086,1.104,4
2183,136.82,128.671,136.578,1.022,1.096,5
2184,121.576,127.854,137.72,1.148,1.298,2
